molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL232733,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(S(C)(=O)=O)c1,6.900008766455316
CHEMBL232544,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(O)(C(F)(F)F)C(F)(F)F)c1,7.599980364934842
CHEMBL232543,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,8.100015437450608
CHEMBL394173,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(S(=O)(=O)NC(=O)c2ccccc2)c1,7.100015437450609
CHEMBL391287,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1noc(C)c1S(=O)(=O)NC(=O)c1cccc(-n2c(C)ccc2-c2ccccc2OCc2ccccc2)c1,8.299988937677888
CHEMBL232341,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2ccccc2OCc2ccccc2)n1-c1cccc(C(=O)NS(=O)(=O)c2ccccc2)c1,8.599980364934842
CHEMBL232340,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NS(=O)(=O)c2ccccc2)c1,8.599980364934842
CHEMBL391286,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(=O)NS(C)(=O)=O)c1,8.400007822415901
CHEMBL234600,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.0,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(CC(=O)OCc1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1,7.200659450546418
CHEMBL233155,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(COc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1,7.599980364934842
CHEMBL231699,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(CC(=O)NCCc2ccc(Cl)cc2)c2ccccc2C)cc1,6.599997654072045
CHEMBL233356,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(NCc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1,7.700057099977233
CHEMBL233157,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(CNc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1,6.299997602857746
CHEMBL232950,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Nc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C(F)(F)F)cc3)o2)cc1,8.100015437450608
CHEMBL391270,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Nc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1,7.400007822415902
CHEMBL233545,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Nc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1,7.50003813440381
CHEMBL233335,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCOc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C(F)(F)F)cc3)o2)cc1,8.599980364934842
CHEMBL233134,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(Cl)cc3)o2)cc1,7.700057099977233
CHEMBL232926,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(Cl)cc3Cl)o2)c2cccc(Cl)c2C)cc1,7.199970640755866
CHEMBL232925,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3c(Cl)cccc3Cl)o2)c2cccc(Cl)c2C)cc1,7.199970640755866
CHEMBL232924,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(Cl)c3)o2)c2cccc(Cl)c2C)cc1,6.799998134593398
CHEMBL232531,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccccc3Cl)o2)c2cccc(Cl)c2C)cc1,7.100015437450609
CHEMBL400025,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3cccc(F)c3)o2)c2cccc(Cl)c2C)cc1,6.499996931948306
CHEMBL233808,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccccc3F)o2)c2cccc(Cl)c2C)cc1,6.299997602857746
CHEMBL393376,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(F)cc3)o2)c2cccc(Cl)c2C)cc1,6.699991797446187
CHEMBL232389,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(C(F)(F)F)cc3)o2)c2cccc(Cl)c2C)cc1,7.299988937677888
CHEMBL439559,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,Cc1ccc(S(=O)(=O)N(Cc2nnc(Cc3ccc(N(C)C)cc3)o2)c2cccc(Cl)c2C)cc1,7.899974269892137
CHEMBL441126,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCOc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1,8.199970640755865
CHEMBL399614,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3Cl)S(=O)(=O)c3ccc(C)cc3)o2)cc1,8.100015437450608
CHEMBL231759,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCOc1ccc(Cc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1,8.400007822415901
CHEMBL399613,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Cc2nnc(CN(c3cccc(Cl)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1,8.199970640755865
CHEMBL232160,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,COc1ccc(Cc2nnc(CN(c3cccc(C(F)(F)F)c3C)S(=O)(=O)c3ccc(C)cc3)o2)cc1,7.199970640755866
CHEMBL232159,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCOc1ccc(Cc2nnc(CN(c3ccccc3CC)S(=O)(=O)c3ccc(C)cc3)o2)cc1,6.900008766455316
CHEMBL232158,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(Cc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1,6.900008766455316
CHEMBL401432,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,398.11,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(Cc2ccc(Cl)cc2)o1)S(=O)(=O)c1ccc(C)cc1,6.399996913372259
CHEMBL231964,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1000.0,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(Cc2ccccc2)o1)S(=O)(=O)c1ccc(C)cc1,6.0
CHEMBL234600,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(CC(=O)OCc1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1,7.199970640755866
CHEMBL234399,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(CC(=O)NCCc1ccc(OC)c(OC)c1)S(=O)(=O)c1ccc(C)cc1,8.100015437450608
CHEMBL234398,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(CC(=O)NCc1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1,7.599980364934842
CHEMBL232158,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,126.0,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(Cc1nnc(Cc2ccc(OC)cc2)o1)S(=O)(=O)c1ccc(C)cc1,6.899629454882437
CHEMBL234398,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.0,nM,CHEMBL896726,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membrane,CHEMBL1149562,IC50,CCc1ccccc1N(CC(=O)NCc1ccc(OC)cc1)S(=O)(=O)c1ccc(C)cc1,7.6020599913279625
CHEMBL207577,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,7.899974269892137
CHEMBL273145,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,794.33,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C(O)c1cccc(Oc2cc(Cl)ccc2OCc2ccccc2)n1,6.0999990348465305
CHEMBL404760,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])Cc1csc(-c2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],7.299988937677888
CHEMBL270162,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1csc(-c2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],6.199998172182031
CHEMBL401768,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1csc(Nc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],7.599980364934842
CHEMBL403329,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,CC(C)COc1ccc(Cl)cc1Cc1cccc(C(=O)O)n1,7.400007822415902
CHEMBL403330,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,CC(C)COc1ccc(Cl)cc1Cc1ccc(C(=O)[O-])o1.[Na+],8.500038134403809
CHEMBL255009,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,CC(C)COc1ccc(Cl)cc1Cc1nc(C(=O)[O-])cs1.[Na+],8.100015437450608
CHEMBL270208,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1cc(C(=O)[O-])nn1Cc1cc(Cl)ccc1OCC(C)C.[Na+],8.0
CHEMBL258303,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1cncc(Cc2cc(Cl)ccc2OCc2ccccc2)c1.[Na+],6.199998172182031
CHEMBL270174,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C(O)c1cccc(Cc2cc(Cl)ccc2OCc2ccccc2)n1,6.799998134593398
CHEMBL404239,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccccc2)c1.[Na+],6.499996931948306
CHEMBL256674,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1csc(Cc2cc(Cl)ccc2OCc2ccccc2)c1.[Na+],7.400007822415902
CHEMBL408367,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1ccc(Cc2cc(Cl)ccc2OCc2ccccc2)s1.[Na+],7.299988937677888
CHEMBL407175,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1cc(C(=O)[O-])oc1Cc1cc(Cl)ccc1OCc1ccccc1.[Na+],8.0
CHEMBL272793,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1ccc(Cc2cc(Cl)ccc2OCc2ccccc2)o1.[Na+],8.199970640755865
CHEMBL535640,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cl.Cn1cc(C(=O)O)nc1Cc1cc(Cl)ccc1OCc1ccccc1,6.499996931948306
CHEMBL257846,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1cnc(Cc2cc(Cl)ccc2OCc2ccccc2)s1.[Na+],6.199998172182031
CHEMBL258057,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1nc(Cc2cc(Cl)ccc2OCc2ccccc2)cs1.[Na+],7.599980364934842
CHEMBL257464,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1coc(Cc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],7.700057099977233
CHEMBL255652,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1csc(Cc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],8.199970640755865
CHEMBL403459,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1cc(C(=O)O)cn1Cc1cc(Cl)ccc1OCc1ccccc1,6.799998134593398
CHEMBL403460,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C([O-])c1ccn(Cc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],7.100015437450609
CHEMBL404525,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1cc(C(=O)[O-])nn1Cc1cc(Cl)ccc1OCc1ccccc1.[Na+],8.0
CHEMBL213221,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccccc1,8.199970640755865
CHEMBL234940,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3F)CCC2)n1,8.599980364934842
CHEMBL209800,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1ccc(-c2cc(Cl)ccc2OCC(C)C)n1-c1cccc(C(=O)O)c1,8.299988937677888
CHEMBL377852,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL934144,B,Displacement of [3H]PGE2 from EP1 receptor,CHEMBL1143119,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.100015437450608
CHEMBL257997,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],8.199970640755865
CHEMBL257997,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.3,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],8.200659450546418
CHEMBL258184,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,Cc1cc(C(=O)[O-])nn1Cc1cc(Br)ccc1OCc1ccccc1.[Na+],8.199970640755865
CHEMBL257998,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)COc1ccc(Cl)cc1Cc1cccc(C(=O)[O-])n1.[Na+],7.400007822415902
CHEMBL258041,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,O=C([O-])c1cccc(Cc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],6.799998134593398
CHEMBL401768,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,O=C([O-])c1csc(Nc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],7.599980364934842
CHEMBL255009,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)COc1ccc(Cl)cc1Cc1nc(C(=O)[O-])cs1.[Na+],8.100015437450608
CHEMBL255652,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,O=C([O-])c1csc(Cc2cc(Cl)ccc2OCc2ccccc2)n1.[Na+],8.199970640755865
CHEMBL436656,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,O=C([O-])c1csc(-n2cc(Cc3ccccc3)c3ccc(Cl)cc32)n1.[Na+],6.799998134593398
CHEMBL403890,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)c1cn(-c2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],7.400007822415902
CHEMBL403082,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,Cc1c(CC(C)C)c2ccc(Cl)cc2n1-c1nc(C(=O)[O-])cs1.[Na+],7.400007822415902
CHEMBL256334,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2nc(C(=O)[O-])cs2)c2ccc(Cl)cc12.[Na+],7.400007822415902
CHEMBL255928,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2cccc(C(=O)[O-])c2)c2cc(Cl)ccc12.[Na+],6.199998172182031
CHEMBL254763,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(-c2cccc(C(=O)[O-])n2)c2cc(Cl)ccc12.[Na+],7.199970640755866
CHEMBL403892,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL931249,B,Displacement of [3H]PGE2 from human EP1 receptor expressed in CHOK1 cells,CHEMBL1144841,IC50,CC(C)Cc1cn(Cc2nc(C(=O)[O-])cs2)c2cc(Cl)ccc12.[Na+],8.199970640755865
